"distribution_id","accession_no","customer_id","di_user_id","request_date","supplied_date","packet_type","quantity_supplied","purpose","remarks","stored_date"
"847","BTNC1779","847","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"848","BTNC1777","848","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"849","BTNC1726","849","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"850","BTNC1724","850","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"851","BTNC1720","851","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"852","BTNC172","852","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"853","BTNC1719","853","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"854","BTNC1718","854","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"855","BTNC1717","855","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"856","BTNC1716","856","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"857","BTNC1707","857","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"858","BTNC1574","858","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"859","BTNC1572","859","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"860","BTNC1571","860","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"861","BTNC1570","861","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"862","BTNC1569","862","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"863","BTNC1568","863","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"864","BTNC1567","864","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"865","BTNC1495","865","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"866","BTNC1444","866","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"867","BTNC1371","867","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"868","BTNC1241","868","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"869","BTNC1235","869","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"870","BTNC1050","870","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"871","BTNC1048","871","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"872","BTNC1038","872","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"873","BTNC103","873","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"874","BTNC1023","874","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"875","BTNC326","875","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"876","BTNC250","876","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"877","BTNC251","877","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"878","BTNC246","878","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"879","BTNC2378","879","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"880","BTNC2336","880","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"881","BTNC234","881","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"882","BTNC1301","882","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"883","BTNC1085","883","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"884","BTNC1088","884","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"885","BTNC1095","885","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"886","BTNC1000","886","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"887","BTNC1001","887","3",,,"Characterization","30","cha",,"18-Apr-2017"
"888","BTNC1003","888","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"889","BTNC1008","889","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"890","BTNC1009","890","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"891","BTNC1010","891","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"892","BTNC1017","892","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"893","BTNC102","893","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"894","BTNC1028","894","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"895","BTNC1034","895","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"896","BTNC1035","896","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"897","BTNC1043","897","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"898","BTNC1046","898","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"899","BTNC1049","899","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"900","BTNC1051","900","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"901","BTNC1052","901","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"902","BTNC1078","902","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"903","BTNC1082","903","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"904","BTNC1083","904","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"905","BTNC1096","905","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"906","BTNC1100","906","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"907","BTNC1101","907","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"908","BTNC1232","908","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"909","BTNC1234","909","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"910","BTNC1238","910","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"911","BTNC1240","911","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"912","BTNC126","912","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"913","BTNC127","913","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"914","BTNC1297","914","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"915","BTNC1299","915","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"916","BTNC13","916","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"917","BTNC1300","917","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"918","BTNC1352","918","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"919","BTNC14","919","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"920","BTNC1403","920","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"921","BTNC15","921","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"922","BTNC1532","922","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"923","BTNC1534","923","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"924","BTNC1535","924","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"925","BTNC1536","925","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"926","BTNC1537","926","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"927","BTNC1538","927","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"928","BTNC1547","928","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"929","BTNC171","929","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"930","BTNC178","930","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"931","BTNC1898","931","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"932","BTNC1900","932","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"933","BTNC1901","933","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"934","BTNC1907","934","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"935","BTNC1908","935","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"936","BTNC1910","936","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"937","BTNC1912","937","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"938","BTNC1913","938","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"939","BTNC1965","939","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"940","BTNC1967","940","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"941","BTNC1968","941","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"942","BTNC1969","942","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"943","BTNC206","943","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"944","BTNC2066","944","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"945","BTNC2067","945","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"946","BTNC2073","946","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"947","BTNC208","947","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"948","BTNC2102","948","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"949","BTNC2104","949","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"950","BTNC2106","950","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"951","BTNC2112","951","3",,,"Characterization","19","Characterization",,"18-Apr-2017"
"952","BTNC2112","952","3",,,"User Sample","11","Characterization",,"18-Apr-2017"
"953","BTNC2197","953","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"954","BTNC2200","954","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"955","BTNC223","955","3",,,"User Sample","10","Characterization",,"18-Apr-2017"
"956","BTNC223","956","3",,,"Characterization","20","Characterization",,"18-Apr-2017"
"957","BTNC2295","957","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"958","BTNC231","958","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"959","BTNC2313","959","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"960","BTNC2338","960","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"961","BTNC2339","961","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"962","BTNC2340","962","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"963","BTNC2345","963","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"964","BTNC2348","964","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"965","BTNC235","965","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"966","BTNC2364","966","3",,,"User Sample","9","Characterization",,"18-Apr-2017"
"967","BTNC2364","967","3",,,"Characterization","21","Characterization",,"18-Apr-2017"
"968","BTNC2381","968","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"969","BTNC239","969","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"970","BTNC24","970","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"971","BTNC245","971","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"972","BTNC273","972","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"973","BTNC274","973","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"974","BTNC292","974","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"975","BTNC310","975","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"976","BTNC333","976","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"977","BTNC334","977","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"978","BTNC34","978","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"979","BTNC340","979","3",,,"Characterization","30","Characterization",,"18-Apr-2017"
"980","BTNC341","980","3",,,"Characterization","30","Characterization",,"19-Apr-2017"
"981","BTNC344","981","3",,,"Characterization","30","Characterization",,"19-Apr-2017"
"982","BTNC345","982","3",,,"Characterization","30","Characterization",,"19-Apr-2017"
"983","BTNC355","983","3",,,"Characterization","30","Characterization",,"19-Apr-2017"
"984","BTNC365","984","3",,,"Characterization","30","Characterization",,"19-Apr-2017"
"985","BTNC382","985","3",,,"Characterization","30","Characterization",,"19-Apr-2017"
"986","BTNC409","986","3",,,"Characterization","30","Characterization",,"19-Apr-2017"
"987","BTNC411","987","3",,,"Characterization","30","Characterization",,"19-Apr-2017"
"988","BTNC413","988","3",,,"Characterization","30","Characterization",,"19-Apr-2017"
"989","BTNC414","989","3",,,"Characterization","30","Characterization",,"19-Apr-2017"
"990","BTNC416","990","3",,,"Characterization","30","Characterization",,"19-Apr-2017"
"991","BTNC42","991","3",,,"Characterization","30","Characterization",,"19-Apr-2017"
"992","BTNC46","992","3",,,"Characterization","30","Characterization",,"19-Apr-2017"
"993","BTNC47","993","3",,,"Characterization","30","Characterization",,"19-Apr-2017"
"994","BTNC5","994","3",,,"Characterization","30","Characterization",,"19-Apr-2017"
"995","BTNC59","995","3",,,"Characterization","30","Characterization",,"19-Apr-2017"
"996","BTNC628","996","3",,,"Characterization","30","Characterization",,"19-Apr-2017"
"997","BTNC639","997","3",,,"Characterization","30","Characterization",,"19-Apr-2017"
"998","BTNC655","998","3",,,"Characterization","30","Characterization",,"19-Apr-2017"
"999","BTNC659","999","3",,,"Characterization","30","Characterization",,"19-Apr-2017"
"1000","BTNC666","1000","3",,,"Characterization","30","Characterization",,"19-Apr-2017"
"1001","BTNC682","1001","3",,,"Characterization","30","Characterization",,"19-Apr-2017"
"1002","BTNC75","1002","3",,,"Characterization","30","Characterization",,"19-Apr-2017"
"1003","BTNC886","1003","3",,,"Characterization","30","Characterization",,"19-Apr-2017"
"1004","BTNC915","1004","3",,,"Characterization","30","Characterization",,"19-Apr-2017"
"1005","BTNC916","1005","3",,,"Characterization","30","Characterization",,"19-Apr-2017"
"1006","BTNC916","1006","3",,,"Characterization","30","Characterization",,"19-Apr-2017"
"1007","BTNC919","1007","3",,,"Characterization","30","Characterization",,"19-Apr-2017"
"1008","BTNC920","1008","3",,,"Characterization","30","Characterization",,"19-Apr-2017"
"1009","BTNC921","1009","3",,,"Characterization","30","Characterization",,"19-Apr-2017"
"1010","BTNC922","1010","3",,,"Characterization","30","Characterization",,"19-Apr-2017"
"1011","BTNC923","1011","3",,,"Characterization","30","Characterization",,"19-Apr-2017"
"1012","BTNC927","1012","3",,,"Characterization","30","Characterization",,"19-Apr-2017"
"1013","BTNC962","1013","3",,,"Characterization","30","Characterization",,"19-Apr-2017"
"1014","BTNC966","1014","3",,,"Characterization","30","Characterization",,"19-Apr-2017"
"1015","BTNC967","1015","3",,,"Characterization","30","Characterization",,"19-Apr-2017"
"1016","BTNC968","1016","3",,,"Characterization","30","Characterization",,"19-Apr-2017"
"1017","BTNC988","1017","3",,,"Characterization","30","Characterization",,"19-Apr-2017"
"1018","BTNC993","1018","3",,,"Characterization","30","Characterization",,"19-Apr-2017"
"1019","BTNC995","1019","3",,,"Characterization","30","Characterization",,"19-Apr-2017"
"1020","BTNC998","1020","3",,,"Characterization","30","Characterization",,"19-Apr-2017"
"1021","BTNC1899","1021","3",,,"Characterization","30","Characterization",,"19-Apr-2017"
"1022","BTNC1966","1022","3",,,"Characterization","30","Characterization",,"19-Apr-2017"
"1023","BTNC2108","1023","3",,,"Characterization","30","Characterization",,"19-Apr-2017"
"1024","BTNC2111","1024","3",,,"Characterization","30","Characterization",,"19-Apr-2017"
"1025","BTNC20","1025","3",,,"Characterization","30","Characterization",,"19-Apr-2017"
"1026","BTNC926","1026","3",,,"Characterization","30","Characterization",,"19-Apr-2017"
"1027","BTNC959","1027","3",,,"Characterization","30","Characterization",,"19-Apr-2017"
"1028","BTNC2059","1028","3","17/05/2017","17/05/2017","User Sample","5","Seed multiplication",,"22-May-2017"
"1029","BTNC96","1029","3","17/05/2017","17/05/2017","User Sample","30","Seed multiplication",,"22-May-2017"
"1030","BTNC317","1030","3","17/05/2017","17/05/2017","User Sample","25","Seed multiplication",,"22-May-2017"
"1031","BTNC687","1031","3","17/05/2017","14/04/2017","User Sample","47","Seed multiplication",,"22-May-2017"
"1032","BTNC732","1032","3","17/05/2017","17/05/2017","User Sample","39","Seed multiplication",,"22-May-2017"
"1033","BTNC1308","1033","3","17/05/2017","17/05/2017","User Sample","47","Seed multiplication",,"22-May-2017"
"1034","BTNC2215","1034","3","17/05/2017","17/05/2017","User Sample","62","Seed multiplication",,"22-May-2017"
"1035","BTNC2228","1035","3","17/05/2017","17/05/2017","User Sample","72","Seed multiplication",,"22-May-2017"
"1036","BTNC2466","1036","3","17/05/2017","17/05/2017","User Sample","35","Seed multiplication",,"22-May-2017"
"1037","BTNC621","1037","3","22/06/2017","22/06/2017","Germination and viability","8","DNA Extraction","For study purpose","22-Jun-2017"
"1038","BTNC657","1038","3","22/06/2017","22/06/2017","Germination and viability","8","DNA Extraction","study purpose","22-Jun-2017"
"1039","BTNC652","1039","3","22/06/2017","22/06/2017","Germination and viability","8","DNA Extraction","study purpose","22-Jun-2017"
"1040","BTNC617","1040","3","22/06/2017","22/06/2017","Germination and viability","8","DNA Extraction","study purpose","22-Jun-2017"
"1041","BTNC1531","1041","3","22/06/2017","22/06/2017","Germination and viability","8","DNA Extraction","study purpose","22-Jun-2017"
"1042","BTNC1569","1042","3","22/06/2017","22/06/2017","Germination and viability","8","DNA Extraction","Study purpose","22-Jun-2017"
"1043","BTNC2040","1043","3","22/06/2017","22/06/2017","Germination and viability","8","DNA Extraction","study purpose","22-Jun-2017"
"1044","BTNC1801","1044","3","22/06/2017","22/06/2017","Germination and viability","8","DNA Extraction","study purpose","22-Jun-2017"
"1045","BTNC1874","1045","3","22/06/2017","22/06/2017","Germination and viability","8","DNA Extraction","study purpose","22-Jun-2017"
"1046","BTNC262","1046","3","22/06/2017","22/06/2017","Germination and viability","8","DNA Extraction","study purpose","23-Jun-2017"
"1047","BTNC327","1047","3","22/06/2017","22/06/2017","Germination and viability","8","DNA Extraction","study purpose","23-Jun-2017"
"1048","BTNC410","1048","3","22/06/2017","22/06/2017","Germination and viability","8","DNA Extraction","study purpose","23-Jun-2017"
"1049","BTNC346","1049","3","22/06/2017","22/06/2017","Germination and viability","8","DNA Extraction","study purpose","23-Jun-2017"
"1050","BTNC1104","1050","3","22/06/2017","22/06/2017","Germination and viability","8","DNA Extraction","study purpose","23-Jun-2017"
"1051","BTNC990","1051","3","22/06/2017","22/06/2017","Germination and viability","8","DNA Extraction","study purpose","23-Jun-2017"
"1052","BTNC1522","1052","3","22/06/2017","22/06/2017","Germination and viability","8","DNA Extraction","study purpose","23-Jun-2017"
"1053","BTNC1803","1053","3","22/06/2017","22/06/2017","Germination and viability","8","DNA Extraction","study purpose","23-Jun-2017"
"1054","BTNC2329","1054","3",,,"Germination and viability","8","DNA Extraction","study purpose","23-Jun-2017"
"1055","BTNC134","1055","3","22/06/2017","22/06/2017","Germination and viability","8","DNA Extraction","study purpose","23-Jun-2017"
"1056","BTNC1011","1056","3","22/06/2017","22/06/2017","Germination and viability","8","DNA Extraction","study purpose","23-Jun-2017"
"1057","BTNC676","1057","3","22/06/2017","22/06/2017","Germination and viability","8","DNA Extraction","study purpose","23-Jun-2017"
"1058","BTNC932","1058","3","22/06/2017","22/06/2017","Germination and viability","8","DNA Extraction","study purpose","23-Jun-2017"
"1059","BTNC1239","1059","3","22/06/2017","22/06/2017","Germination and viability","8","DNA Extraction","study purpose","23-Jun-2017"
"1060","BTNC1448","1060","3","22/06/2017","22/06/2017","Germination and viability","8","DNA Extraction","study purpose","23-Jun-2017"
"1061","BTNC1796","1061","3","22/06/2017","22/06/2017","Germination and viability","8","DNA Extraction","study purpose","23-Jun-2017"
"1062","BTNC2405","1062","3","22/06/2017","22/06/2017","Germination and viability","8","DNA Extraction","study purpose","23-Jun-2017"
"1063","BTNC77","1063","3","22/06/2017","22/06/2017","Germination and viability","8","DNA Extraction","study purpose","23-Jun-2017"
"1064","BTNC25","1064","3","22/06/2017","22/06/2017","Germination and viability","8","DNA Extraction","study purpose","23-Jun-2017"
"1065","BTNC305","1065","3","22/06/2017","22/06/2017","Germination and viability","8","DNA Extraction","study purpose","23-Jun-2017"
"1066","BTNC337","1066","3","22/06/2017","22/06/2017","Germination and viability","8","DNA Extraction","study purpose","23-Jun-2017"
"1067","BTNC302","1067","3","22/06/2017","22/06/2017","Germination and viability","8","DNA Extraction","study purpose","23-Jun-2017"
"1068","BTNC119","1068","3","22/06/2017","22/06/2017","Germination and viability","8","DNA Extraction","study purpose","23-Jun-2017"
"1069","BTNC1005","1069","3","22/06/2017","22/06/2017","Germination and viability","8","DNA Extraction","study purpose","23-Jun-2017"
"1070","BTNC633","1070","3","01/05/2017","10/05/2017","Characterization","20","Characterization",,"18-May-2018"
"1071","BTNC346","1071","3","01/05/2017","10/05/2017","Characterization","25","Characterization",,"18-May-2018"
"1072","BTNC636","1072","3","01/05/2017","10/05/2017","User Sample","19","Characterization",,"18-May-2018"
"1073","BTNC618","1073","3","01/05/2017","10/05/2017","User Sample","16","Characterization",,"18-May-2018"
"1074","BTNC366","1074","3","01/05/2017","10/05/2017","User Sample","10","Characterization",,"18-May-2018"
"1075","BTNC365","1075","3","01/05/2017","10/05/2017","User Sample","22","Characterization",,"18-May-2018"
"1076","BTNC354","1076","3","01/05/2017","10/05/2017","User Sample","10","Characterization",,"18-May-2018"
"1077","BTNC352","1077","3","01/05/2017","10/05/2017","User Sample","15","Characterization",,"18-May-2018"
"1078","BTNC351","1078","3","01/05/2017","10/05/2017","User Sample","19","Characterization",,"18-May-2018"
"1079","BTNC285","1079","3","01/05/2017","10/05/2017","User Sample","24","Characterization",,"18-May-2018"
"1080","BTNC2097","1080","3","05/03/2018","07/03/2018","User Sample","29","Diversity analysis of maize varieties from differe",,"22-May-2018"
"1081","BTNC182","1081","3","05/03/2018","07/03/2018","User Sample","46","Diversity analysis of maize varieties from differe",,"24-May-2018"
"1082","BTNC131","1082","3","05/03/2018","07/03/2018","User Sample","45","Diversity analysis of maize varieties from differe",,"24-May-2018"
"1083","BTNC317","1083","3","05/03/2018","07/03/2018","User Sample","10","Maize diversity study purpose",,"24-May-2018"
"1084","BTNC1067","1084","3","05/03/2018","07/03/2018","User Sample","28","Maize diversity study purpose",,"24-May-2018"
"1085","BTNC565","1085","3","05/03/2018","07/03/2018","User Sample","20","Maize diversity study purpose",,"24-May-2018"
"1086","BTNC1878","1086","3","05/03/2018","07/03/2018","User Sample","23","Maize diversity study purpose",,"24-May-2018"
"1087","BTNC53","1087","3","05/03/2018","07/03/2018","User Sample","26","Maize diversity study purpose",,"24-May-2018"
"1088","BTNC2581","1088","3","05/03/2018","07/03/2018","User Sample","34","Maize diversity study purpose",,"24-May-2018"
"1089","BTNC2589","1089","3","05/03/2018","07/03/2018","User Sample","31","Maize diversity study purpose",,"24-May-2018"
"1090","BTNC572","1090","3","05/03/2018","07/03/2018","User Sample","45","Maize diversity study purpose",,"24-May-2018"
"1091","BTNC862","1091","3","01/05/2017","07/03/2018","User Sample","28","Maize diversity study purpose",,"24-May-2018"
"1092","BTNC1953","1092","3","05/03/2018","07/03/2018","User Sample","20","Maize diversity study purpose",,"24-May-2018"
"1093","BTNC1942","1093","3","05/03/2018","07/03/2018","User Sample","21","Maize diversity study purpose",,"24-May-2018"
"1094","BTNC1056","1094","3","05/03/2018","07/03/2018","User Sample","24","Maize diversity study purpose",,"24-May-2018"
"1095","BTNC1055","1095","3","05/03/2018","07/03/2018","User Sample","22","Maize diversity study purpose",,"24-May-2018"
"1096","BTNC164","1096","3","05/03/2018","07/03/2018","User Sample","34","Maize diversity study purpose",,"24-May-2018"
"1097","BTNC2554","1097","3","05/03/2018","07/03/2018","User Sample","29","Maize diversity study purpose",,"24-May-2018"
"1098","BTNC566","1098","3","05/03/2018","07/03/2018","User Sample","29","Maize diversity study purpose",,"24-May-2018"
"1099","BTNC941","1099","3","05/03/2018","07/03/2018","User Sample","28","Maize diversity study purpose",,"24-May-2018"
"1100","BTNC96","1100","3","05/03/2018","07/03/2018","User Sample","15","Maize diversity study purpose",,"24-May-2018"
"1101","BTNC183","1101","3","05/03/2018","07/03/2018","User Sample","28","Maize diversity study purpose",,"24-May-2018"
"1102","BTNC129","1102","3","05/03/2018","07/03/2018","User Sample","48","Maize diversity study purpose",,"24-May-2018"
"1103","BTNC113","1103","3","05/03/2018","07/03/2018","User Sample","47","Maize diversity study purpose",,"24-May-2018"
"1104","BTNC1496","1104","3","05/03/2018","07/03/2018","User Sample","25","Maize diversity study purpose",,"24-May-2018"
"1105","BTNC2594","1105","3","05/03/2018","07/03/2018","User Sample","34","Maize diversity study purpose",,"24-May-2018"
"1106","BTNC1399","1106","3","05/03/2018","07/03/2018","User Sample","32","Maize diversity study purpose",,"24-May-2018"
"1107","BTNC1539","1107","3","05/03/2018","07/03/2018","User Sample","37","Maize diversity study purpose",,"24-May-2018"
"1108","BTNC1434","1108","3","05/03/2018","07/03/2018","User Sample","32","Maize diversity study purpose",,"24-May-2018"
"1109","BTNC1817","1109","3","05/03/2018","07/03/2018","User Sample","35","Maize diversity study purpose",,"24-May-2018"
"1110","BTNC1797","1110","3","05/03/2018","07/03/2018","User Sample","48","Maize diversity study purpose",,"24-May-2018"
"1111","BTNC584","1111","3","05/03/2018","07/03/2018","User Sample","39","Maize diversity study purpose",,"24-May-2018"
"1112","BTNC529","1112","3","05/03/2018","07/03/2018","User Sample","53","Maize diversity study purpose",,"24-May-2018"
"1113","BTNC1227","1113","3","05/03/2018","07/03/2018","User Sample","28","Maize diversity study purpose",,"25-May-2018"
"1114","BTNC1476","1114","3","05/03/2018","07/03/2018","User Sample","24","Maize diversity study purpose",,"25-May-2018"
"1115","BTNC81","1115","3","05/03/2018","07/03/2018","User Sample","34","Maize diversity study purpose",,"28-May-2018"
"1116","BTNC2569","1116","3","05/03/2018","07/03/2018","User Sample","31","Maize diversity study purpose",,"30-May-2018"
"1117","BTNC2567","1117","3","05/03/2018","07/03/2018","User Sample","33","Maize diversity study purpose",,"30-May-2018"
"1118","BTNC2098","1118","3","05/03/2018","07/03/2018","User Sample","16","Maize diversity study purpose",,"30-May-2018"
"1119","BTNC2085","1119","3","05/03/2018","07/03/2018","User Sample","22","Maize diversity study purpose",,"30-May-2018"
"1120","BTNC569","1120","3","05/03/2018","07/03/2018","User Sample","28","Maize diversity study purpose",,"30-May-2018"
"1121","BTNC1697","1121","3","05/03/2018","07/03/2018","User Sample","36","Maize diversity study purpose",,"30-May-2018"
"1122","BTNC1694","1122","3","05/03/2018","07/03/2018","User Sample","31","Maize diversity study purpose",,"30-May-2018"
"1123","BTNC267","1123","3","05/03/2018","07/03/2018","User Sample","32","Maize diversity study purpose",,"30-May-2018"
"1124","BTNC530","1124","3","05/03/2018","07/03/2018","User Sample","26","Maize diversity study purpose",,"30-May-2018"
"1125","BTNC2387","1125","3","05/03/2018","07/03/2018","User Sample","24","Maize diversity study purpose",,"30-May-2018"
"1126","BTNC1364","1126","3","05/03/2018","07/03/2018","User Sample","36","Maize diversity study purpose",,"30-May-2018"
"1127","BTNC526","1127","3","05/03/2018","07/03/2018","User Sample","27","Maize diversity study purpose",,"30-May-2018"
"1128","BTNC574","1128","3","05/03/2018","07/03/2018","User Sample","30","Maize diversity study purpose",,"30-May-2018"
"1129","BTNC1313","1129","3","05/03/2018","07/03/2018","User Sample","33","Maize diversity study purpose",,"30-May-2018"
"1130","BTNC2228","1130","3","05/03/2018","07/03/2018","User Sample","19","Maize diversity study purpose",,"30-May-2018"
"1131","BTNC1972","1131","3","05/03/2018","07/03/2018","User Sample","34","Maize diversity study purpose",,"30-May-2018"
"1132","BTNC2384","1132","3","05/03/2018","07/03/2018","User Sample","22","Maize diversity study purpose",,"30-May-2018"
"1133","BTNC2640","1133","3","05/03/2018","07/03/2018","User Sample","33","Maize diversity study purpose",,"30-May-2018"
"1134","BTNC1815","1134","3","05/03/2018","07/03/2018","User Sample","30","Maize diversity study purpose",,"30-May-2018"
"1135","BTNC1814","1135","3","05/03/2018","07/03/2018","User Sample","40","Maize diversity study purpose",,"30-May-2018"
"1136","BTNC1692","1136","3","05/03/2018","07/03/2018","User Sample","31","Maize diversity study purpose",,"30-May-2018"
"1137","BTNC1316","1137","3","05/03/2018","07/03/2018","User Sample","31","Maize diversity study purpose",,"30-May-2018"
"1138","BTNC544","1138","3","05/03/2018","07/03/2018","User Sample","30","Maize diversity study purpose",,"30-May-2018"
"1139","BTNC124","1139","3","05/03/2018","07/03/2018","User Sample","34","Maize diversity study purpose",,"30-May-2018"
