"distribution_id","accession_no","customer_id","di_user_id","request_date","supplied_date","packet_type","quantity_supplied","purpose","remarks","stored_date"
"1140","BTNC835","1140","3","05/03/2018","07/03/2018","User Sample","45","Maize diversity study purpose",,"30-May-2018"
"1141","BTNC121","1141","3","05/03/2018","07/03/2018","User Sample","36","Maize diversity study purpose",,"30-May-2018"
"1142","BTNC1305","1142","3","05/03/2018","07/03/2018","User Sample","22","Maize diversity study purpose",,"30-May-2018"
"1143","BTNC1310","1143","3","05/03/2018","07/03/2018","User Sample","21","Maize diversity study purpose",,"30-May-2018"
"1144","BTNC1395","1144","3","05/03/2018","07/03/2018","User Sample","27","Maize diversity study purpose",,"30-May-2018"
"1145","BTNC1394","1145","3","05/03/2018","07/03/2018","User Sample","34","Maize diversity study purpose",,"30-May-2018"
"1146","BTNC1635","1146","3","05/03/2018","07/03/2018","User Sample","26","Maize diversity study purpose",,"30-May-2018"
"1147","BTNC1634","1147","3","05/03/2018","07/03/2018","User Sample","40","Diversity analysis of maize varieties from differe",,"14-Jun-2018"
"1148","BTNC1671","1148","3","05/03/2018","07/03/2018","User Sample","39","Diversity analysis of maize varieties from differe",,"14-Jun-2018"
"1149","BTNC2385","1149","3","05/03/2018","07/03/2018","User Sample","40","Diversity analysis of maize varieties from differe",,"14-Jun-2018"
"1150","BTNC542","1150","3","05/03/2018","07/03/2018","User Sample","27","Diversity analysis of maize varieties from differe",,"14-Jun-2018"
"1151","BTNC532","1151","3","05/03/2018","07/03/2018","User Sample","54","Diversity analysis of maize varieties from differe",,"14-Jun-2018"
"1152","BTNC525","1152","3","05/03/2018","07/03/2018","User Sample","47","Diversity analysis of maize varieties from differe",,"14-Jun-2018"
"1153","BTNC834","1153","3","05/03/2018","07/03/2018","User Sample","34","Diversity analysis of maize varieties from differe",,"14-Jun-2018"
"1154","BTNC369","1154","3","05/03/2018","07/03/2018","User Sample","29","Diversity analysis of maize varieties from differe",,"14-Jun-2018"
"1155","BTNC524","1155","3","05/03/2018","07/03/2018","User Sample","38","Diversity analysis of maize varieties from differe",,"15-Jun-2018"
"1156","BTNC1485","1156","3","05/03/2018","07/03/2018","User Sample","30","Diversity analysis of maize varieties from differe",,"15-Jun-2018"
"1157","BTNC1419","1157","3","05/03/2018","07/03/2018","User Sample","33","Diversity analysis of maize varieties from differe",,"15-Jun-2018"
"1158","BTNC1418","1158","3","05/03/2018","07/03/2018","User Sample","34","Diversity analysis of maize varieties from differe",,"15-Jun-2018"
"1159","BTNC1691","1159","3","05/03/2018","07/03/2018","User Sample","44","Diversity analysis of maize varieties from differe",,"15-Jun-2018"
"1160","BTNC2215","1160","3","05/03/2018","07/03/2018","User Sample","23","Diversity analysis of maize varieties from differe",,"15-Jun-2018"
"1161","BTNC298","1161","3","05/03/2018","07/03/2018","User Sample","45","Diversity analysis of maize varieties from differe",,"15-Jun-2018"
"1162","BTNC1917","1162","3","05/03/2018","07/03/2018","User Sample","32","Diversity analysis of maize varieties from differe",,"15-Jun-2018"
"1163","BTNC1916","1163","3","05/03/2018","07/03/2018","User Sample","37","Diversity analysis of maize varieties from differe",,"15-Jun-2018"
"1164","BTNC1915","1164","3","05/03/2018","07/03/2018","User Sample","25","Diversity analysis of maize varieties from differe",,"15-Jun-2018"
"1165","BTNC1905","1165","3","05/03/2018","07/03/2018","User Sample","31","Diversity analysis of maize varieties from differe",,"15-Jun-2018"
"1166","BTNC2089","1166","3","05/03/2018","07/03/2018","User Sample","20","Diversity analysis of maize varieties from differe",,"15-Jun-2018"
"1167","BTNC2095","1167","3","05/03/2018","07/03/2018","User Sample","23","Diversity analysis of maize varieties from differe",,"15-Jun-2018"
"1168","BTNC114","1168","3","05/03/2018","07/03/2018","User Sample","39","Diversity analysis of maize varieties from differe",,"15-Jun-2018"
"1169","BTNC1307","1169","3","05/03/2018","07/03/2018","User Sample","23","Diversity analysis of maize varieties from differe",,"15-Jun-2018"
"1170","BTNC1989","1170","3","05/03/2018","07/03/2018","User Sample","27","Diversity analysis of maize varieties from differe",,"15-Jun-2018"
"1171","BTNC1992","1171","3","05/03/2018","07/03/2018","User Sample","29","Diversity analysis of maize varieties from differe",,"15-Jun-2018"
"1172","BTNC2149","1172","3","05/03/2018","07/03/2018","User Sample","34","Diversity analysis of maize varieties from differe",,"15-Jun-2018"
"1173","BTNC2639","1173","3","05/03/2018","07/03/2018","User Sample","33","Diversity analysis of maize varieties from differe",,"15-Jun-2018"
"1174","BTNC583","1174","3","05/03/2018","07/03/2018","User Sample","33","Diversity analysis of maize varieties from differe",,"15-Jun-2018"
"1175","BTNC687","1175","3","05/03/2018","07/03/2018","User Sample","20","Diversity analysis of maize varieties from differe",,"15-Jun-2018"
"1176","BTNC950","1176","3","05/03/2018","07/03/2018","User Sample","31","Diversity analysis of maize varieties from differe",,"15-Jun-2018"
"1177","BTNC1889","1177","3","05/03/2018","07/03/2018","User Sample","33","Diversity analysis of maize varieties from differe",,"15-Jun-2018"
"1178","BTNC1890","1178","3","05/03/2018","07/03/2018","User Sample","27","Diversity analysis of maize varieties from differe",,"15-Jun-2018"
"1179","BTNC567","1179","3","05/03/2018","07/03/2018","User Sample","29","Diversity analysis of maize varieties from differe",,"15-Jun-2018"
"1180","BTNC2086","1180","3","05/03/2018","07/03/2018","User Sample","22","Diversity analysis of maize varieties from differe",,"15-Jun-2018"
"1181","BTNC111","1181","3","05/03/2018","07/03/2018","User Sample","33","Diversity analysis of maize varieties from differe",,"15-Jun-2018"
"1182","BTNC193","1182","3","05/03/2018","07/03/2018","User Sample","26","Diversity analysis of maize varieties from differe",,"15-Jun-2018"
"1183","BTNC548","1183","3","05/03/2018","07/03/2018","User Sample","53","Diversity analysis of maize varieties from differe",,"15-Jun-2018"
"1184","BTNC718","1184","3","05/03/2018","07/03/2018","User Sample","31","Diversity analysis of maize varieties from differe",,"15-Jun-2018"
"1185","BTNC224","1185","3","05/03/2018","07/03/2018","User Sample","30","Diversity analysis of maize varieties from differe",,"15-Jun-2018"
"1186","BTNC2059","1186","3","05/03/2018","07/03/2018","User Sample","11","Diversity analysis of maize varieties from differe",,"15-Jun-2018"
"1187","BTNC54","1187","3","05/03/2018","07/03/2018","User Sample","53","Diversity analysis of maize varieties from differe",,"15-Jun-2018"
"1188","BTNC54","1188","3","05/03/2018","07/03/2018","User Sample","27","Diversity analysis of maize varieties from differe",,"15-Jun-2018"
"1189","BTNC184","1189","3","05/03/2018","07/03/2018","User Sample","20","Diversity analysis of maize varieties from differe",,"15-Jun-2018"
"1190","BTNC1550","1190","3","05/03/2018","07/03/2018","User Sample","29","Diversity analysis of maize varieties from differe",,"19-Jun-2018"
"1191","BTNC209","1191","3","05/03/2018","07/03/2018","User Sample","29","Diversity analysis of maize varieties from differe",,"19-Jun-2018"
"1192","BTNC550","1192","3","05/03/2018","07/03/2018","User Sample","17","Diversity analysis of maize varieties from differe",,"19-Jun-2018"
"1193","BTNC116","1193","3","05/03/2018","07/03/2018","User Sample","36","Diversity analysis of maize varieties from differe",,"19-Jun-2018"
"1194","BTNC540","1194","3","05/03/2018","07/03/2018","User Sample","28","Diversity analysis of maize varieties from differe",,"19-Jun-2018"
"1195","BTNC582","1195","3","05/03/2018","07/03/2018","User Sample","26","Diversity analysis of maize varieties from differe",,"19-Jun-2018"
"1196","BTNC313","1196","3","05/03/2018","07/03/2018","User Sample","31","Diversity analysis of maize varieties from differe",,"19-Jun-2018"
"1197","BTNC211","1197","3","05/03/2018","07/03/2018","User Sample","30","Diversity analysis of maize varieties from differe",,"19-Jun-2018"
"1198","BTNC1062","1198","3","05/03/2018","07/03/2018","User Sample","30","Diversity analysis of maize varieties from differe",,"19-Jun-2018"
"1199","BTNC951","1199","3","05/03/2018","07/03/2018","User Sample","28","Diversity analysis of maize varieties from differe",,"19-Jun-2018"
"1200","BTNC1494","1200","3","05/03/2018","07/03/2018","User Sample","26","Diversity analysis of maize varieties from differe",,"19-Jun-2018"
"1201","BTNC1618","1201","3","05/03/2018","07/03/2018","User Sample","28","Diversity analysis of maize varieties from differe",,"19-Jun-2018"
"1202","BTNC943","1202","3","05/03/2018","07/03/2018","User Sample","32","Diversity analysis of maize varieties from differe",,"19-Jun-2018"
"1203","BTNC95","1203","3","05/03/2018","07/03/2018","User Sample","24","Diversity analysis of maize varieties from differe",,"19-Jun-2018"
"1204","BTNC1363","1204","3","05/03/2018","07/03/2018","User Sample","37","Diversity analysis of maize varieties from differe",,"19-Jun-2018"
"1205","BTNC549","1205","3","05/03/2018","07/03/2018","User Sample","25","Diversity analysis of maize varieties from differe",,"19-Jun-2018"
"1206","BTNC2091","1206","3","05/03/2018","07/03/2018","User Sample","20","Diversity analysis of maize varieties from differe",,"19-Jun-2018"
"1207","BTNC1693","1207","3","05/03/2018","07/03/2018","User Sample","38","Diversity analysis of maize varieties from differe",,"19-Jun-2018"
"1208","BTNC1311","1208","3","05/03/2018","07/03/2018","User Sample","24","Diversity analysis of maize varieties from differe",,"19-Jun-2018"
"1209","BTNC1306","1209","3","05/03/2018","07/03/2018","User Sample","30","Diversity analysis of maize varieties from differe",,"19-Jun-2018"
"1210","BTNC554","1210","3","05/03/2018","07/03/2018","User Sample","20","Diversity analysis of maize varieties from differe",,"19-Jun-2018"
"1211","BTNC541","1211","3","05/03/2018","07/03/2018","User Sample","19","Diversity analysis of maize varieties from differe",,"19-Jun-2018"
"1212","BTNC1551","1212","3","05/03/2018","07/03/2018","User Sample","20","Diversity analysis of maize varieties from differe",,"19-Jun-2018"
"1213","BTNC241","1213","3","05/03/2018","07/03/2018","User Sample","23","Diversity analysis of maize varieties from differe",,"19-Jun-2018"
"1214","BTNC1822","1214","3","05/03/2018","07/03/2018","User Sample","34","Diversity analysis of maize varieties from differe",,"19-Jun-2018"
"1215","BTNC1821","1215","3","05/03/2018","07/03/2018","User Sample","35","Diversity analysis of maize varieties from differe",,"19-Jun-2018"
"1216","BTNC93","1216","3","05/03/2018","07/03/2018","User Sample","41","Diversity analysis of maize varieties from differe",,"19-Jun-2018"
"1217","BTNC287","1217","3","05/03/2018","07/03/2018","User Sample","19","Diversity analysis of maize varieties from differe",,"19-Jun-2018"
"1218","BTNC564","1218","3","05/03/2018","07/03/2018","User Sample","39","Diversity analysis of maize varieties from differe",,"19-Jun-2018"
"1219","BTNC543","1219","3","05/03/2018","07/03/2018","User Sample","41","Diversity analysis of maize varieties from differe",,"19-Jun-2018"
"1220","BTNC367","1220","3","05/03/2018","07/03/2018","User Sample","36","Diversity analysis of maize varieties from differe",,"19-Jun-2018"
"1221","BTNC108","1221","3","05/03/2018","07/03/2018","User Sample","51","Diversity analysis of maize varieties from differe",,"19-Jun-2018"
"1222","BTNV2776","1222","3","757858","8686","Rest","70","kjgjgkjgkjgkgkjg","ds","28-Dec-2019"
"1223","BTNV2776","1223","3","scas","sdf","Rest","700","sadasdasd","sdfdsf","28-Dec-2019"
"1224","BTNC100","1224","3",,,"Germination and viability","50","lkwdhlwakhdlwahldhwa",,"28-Feb-2020"
