"field_id","donor_id","altitude","latitude","longitude","topography","soil_colour","soil_texture"
"1","1","1520","27?03.19N","0",,,
"2","2","0","0","0",,,
"3","3","0","0","0",,,
"4","4","0","0","0",,,
"5","5","0","0","0",,,
"6","6","0","0","0",,,
"7","7","0","0","0",,,
"8","8","0","0","0",,,
"9","9","0","0","0",,,
"10","10","0","0","0",,,
"11","11","1520","27? 03.19N","191? 70.93E",,,
"12","12","0","0","0",,,
"13","13","0","0","0",,,
"14","14","0","0","0",,,
"15","15","0","0","0",,,
"16","16","0","0","0",,,
"17","17","0","0","0",,,
"18","18","0","0","0",,,
"19","19","0","0","0",,,
"20","20","0","0","0",,,
"21","21","0","0","0",,,
"22","22","1440","0","0",,,
"23","23","1430","0","0",,,
"24","24","0","0","0",,,
"25","25","2000","0","0",,,
"26","26","0","0","0",,,
"27","27","0","0","0",,,
"28","28","0","0","0",,,
"29","29","1000","0","0",,,
"30","30","1000","0","0",,,
"31","31","1000","0","0",,,
"32","32","1000","0","0",,,
"33","33","0","0","0",,,
"34","34","0","0","0",,,
"35","35","0","0","0",,,
"36","36","1520","0","0",,,
"37","37","0","0","0",,,
"38","38","0","0","0",,,
"39","39","0","0","0",,,
"40","40","0","0","0",,,
"41","41","0","0","0",,,
"42","42","14580","0","0",,,
"43","43","0","0","0",,,
"44","44","0","0","0",,,
"45","45","1420","27?01.49N","091?20.49E",,,
"46","46","1420","27?01.49N","091?20.49E",,,
"47","47","1420","27?01.49N","091?20.49E",,,
"48","48","1700","0","0",,,
"49","49","1700","0","0",,,
"50","50","1700","0","0",,,
"51","51","1700","0","0",,,
"52","52","1500","0","0",,,
"53","53","0","0","0",,,
"54","54","0","0","0",,,
"55","55","0","0","0",,,
"56","56","0","0","0",,,
"57","57","0","0","0",,,
"58","58","0","0","0",,,
"59","59","0","0","0",,,
"60","60","0","0","0",,,
"61","61","0","0","0",,,
"62","62","0","0","0",,,
"63","63","0","0","0",,,
"64","64","1500","0","0",,,
"65","65","1500","0","0",,,
"66","66","1800","0","0",,,
"67","67","1800","0","0",,,
"68","68","1000","0","0",,,
"69","69","1000","0","0",,,
"70","70","1000","0","0",,,
"71","71","1000","0","0",,,
"72","72","1000","0","0",,,
"73","73","1000","0","0",,,
"74","74","1020","0","0",,,
"75","75","1020","0","0",,,
"76","76","1020","0","0",,,
"77","77","1020","0","0",,,
"78","78","1020","0","0",,,
"79","79","1020","0","0",,,
"80","80","1020","0","0",,,
"81","81","1020","0","0",,,
"82","82","1060","0","0",,,
"83","83","1060","0","0",,,
"84","84","1060","0","0",,,
"85","85","1060","0","0",,,
"86","86","1060","0","0",,,
"87","87","0","0","0",,,
"88","88","1060","0","0",,,
"89","89","1060","0","0",,,
"90","90","1060","0","0",,,
"91","91","1060","0","0",,,
"92","92","1060","0","0",,,
"93","93","1160","0","0",,,
"94","94","1060","0","0",,,
"95","95","1060","0","0",,,
"96","96","1060","0","0",,,
"97","97","980","0","0",,,
"98","98","1060","0","0",,,
"99","99","0","0","0","Null","Nill","Null"
"100","100","980","0","0",,,
"101","101","980","0","0",,,
"102","102","980","0","0",,,
"103","103","980","0","0",,,
"104","104","980","0","0",,,
"105","105","980","0","0",,,
"106","106","980","0","0",,,
"107","107","980","0","0",,,
"108","108","980","0","0",,,
"109","109","980","0","0",,,
"110","110","980","0","0",,,
"111","111","980","0","0",,,
"112","112","980","0","0",,,
"113","113","733","26?51.91N","089?25.11E","Slopy","Black",
"114","114","1120","0","0",,,
"115","115","1130","0","0",,,
"116","116","1130","0","0",,,
"117","117","1130","0","0",,,
"118","118","1130","0","0",,,
"119","119","980","0","0",,,
"120","120","980","0","0",,,
"121","121","980","0","0",,,
"122","122","980","0","0",,,
"123","123","1060","0","0",,,
"124","124","1120","0","0",,,
"125","125","1120","0","0",,,
"126","126","1120","0","0",,,
"127","127","1120","0","0",,,
"128","128","1960","27?02.7N","091?28.74E",,,
"129","129","1960","27?02.7N","091?28.74E",,,
"130","130","1960","0","0",,,
"131","131","1960","0","0",,,
"132","132","1980","0","0",,,
"133","133","1980","0","0",,,
"134","134","1950","0","0",,,
"135","135","1960","0","0",,,
"136","136","1980","0","0",,,
"137","137","0","0","0",,,
"138","138","1960","0","0",,,
"139","139","1960","0","0",,,
"140","140","1960","0","0",,,
"141","141","1960","0","0",,,
"142","142","1960","0","0",,,
"143","143","1960","0","0",,,
"144","144","1960","0","0",,,
"145","145","1960","0","0",,,
"146","146","1300","0","0",,,
"147","147","1300","0","0",,,
"148","148","1300","0","0","SLopy",,
"149","149","1300","0","0",,,
"150","150","1300","0","0",,,
"151","151","1300","0","0",,,
"152","152","1300","0","0",,,
"153","153","0","0","0",,,
"154","154","1300","0","0",,,
"155","155","1300","0","0",,,
"156","156","1300","0","0",,,
"157","157","1300","0","0",,,
"158","158","1300","0","0",,,
"159","159","1300","0","0",,,
"160","160","1300","0","0",,,
"161","161","0","0","0",,,
"162","162","1300","0","0",,,
"163","163","1300","0","0",,,
"164","164","1300","0","0",,,
"165","165","1300","0","0",,,
"166","166","1200","0","0",,,"Sandyy"
"167","167","1200","0","0",,,
"168","168","1450","0","0",,"Black",
"169","169","1450","0","0",,"Black",
"170","170","1450","0","0","Plain or flat","Black",
"171","171","1450","0","0","Plain or flat","Black",
"172","172","1450","0","0","Plain or flat","Black",
"173","173","1450","0","0","Plain or flat","Black",
"174","174","1450","0","0","Plain or flat","Black",
"175","175","1450","0","0","Plain or flat","Black",
"176","176","1450","0","0","Plain or flat",,
"177","177","1200","0","0",,,
"178","178","1200","0","0",,,
"179","179","1200","0","0",,,
"180","180","1200","0","0",,,
"181","181","1200","0","0",,,
"182","182","1200","0","0",,,
"183","183","1200","0","0",,,
"184","184","1300","0","0",,,
"185","185","1300","0","0",,,
"186","186","1300","0","0",,,
"187","187","1450","0","0","Plain or flat","Black",
"188","188","1450","0","0","Plain or flat","Black",
"189","189","1450","0","0","Plain or flat","Black",
"190","190","1450","0","0","Plain or flat","Black",
"191","191","1450","0","0",,"Black",
"192","192","1450","0","0","Plain or flat","Black",
"193","193","1450","0","0",,"Black",
"194","194","1450","0","0",,"Black",
"195","195","1450","0","0",,"Black",
"196","196","1000","0","0","Steep Slopy","Black",
"197","197","1000","0","0","Steep Slopy","Black",
"198","198","1450","0","0","Plain or flat","Black","Loam"
"199","199","1450","0","0","Plain or flat","Black",
"200","200","1450","0","0",,"Black",
"201","201","1000","0","0","Plain or flat","Black",
"202","202","1450","0","0","Plain or flat","Black",
"203","203","1450","0","0","Plain or flat","Black",
"204","204","1450","0","0","Plain or flat","Black",
"205","205","1450","0","0","Plain or flat","Black",
"206","206","1450","0","0",,"Black",
"207","207","300","0","0",,,"Sandyy loam"
"208","208","1300","0","0",,,"Sandyy loam"
"209","209","1500","0","0",,,
"210","210","1500","0","0",,,
"211","211","1500","0","0",,,
"212","212","1500","0","0",,,
"213","213","1500","0","0",,,
"214","214","1500","0","0",,,
"215","215","1500","0","0",,,
"216","216","1400","0","0",,,
"217","217","1400","0","0",,,
"218","218","1450","0","0",,"Black",
"219","219","1450","0","0","Plain or flat","Black",
"220","220","1450","0","0","Plain or flat","Black",
"221","221","1450","0","0",,"Black",
"222","222","1450","0","0","Plain or flat","Black",
"223","223","1090","0","0","SLopy","Black",
"224","224","1090","0","0","SLopy","Reddish",
"225","225","1090","0","0","SLopy","Reddish",
"226","226","1090","0","0","SLopy","Reddish",
"227","227","1090","0","0","SLopy",,
"228","228","1090","0","0","SLopy",,
"229","229","1090","0","0",,,
"230","230","1090","0","0","SLopy","Reddish",
"231","231","1090","0","0",,"Reddish",
"232","232","1575","0","0","SLopy","Black",
"233","233","1575","0","0","SLopy","Black",
"234","234","1575","0","0","SLopy","Black",
"235","235","1575","0","0","SLopy","Black",
"236","236","1575","0","0","SLopy","Black",
"237","237","1000","0","0","SLopy","Black",
"238","238","1575","0","0","Steep Slopy","Black",
"239","239","1000","0","0","SLopy","Black",
"240","240","1000","0","0","SLopy","Black",
"241","241","1000","0","0","Steep Slopy","Black",
"242","242","1000","0","0","SLopy","Black",
"243","243","1000","0","0","SLopy","Black",
"244","244","1000","0","0","Steep Slopy","Black",
"245","245","0","0","0",,,
"246","246","0","0","0",,,
"247","247","0","0","0",,,
"248","248","0","0","0",,,
"249","249","0","0","0",,,
"250","250","1000","0","0","SLopy","Black",
"251","251","1000","0","0","Steep Slopy","Black",
"252","252","1000","0","0","SLopy","Black",
"253","253","1000","0","0","SLopy","Black",
"254","254","1000","0","0","SLopy","Black",
"255","255","1000","0","0","SLopy","Black",
"256","256","1000","0","0","SLopy","Black",
"257","257","1000","0","0","SLopy","Black",
"258","258","1000","0","0","SLopy",,
"259","259","1000","0","0","SLopy","Black",
"260","260","1000","0","0","SLopy","Black",
"261","261","1000","0","0","SLopy","Black",
"262","262","1000","0","0","SLopy","Black",
"263","263","1000","0","0","SLopy","Black",
"264","264","1000","0","0","SLopy","Black",
"265","265","1000","0","0","SLopy","Black",
"266","266","1000","0","0","SLopy","Black",
"267","267","1500","0","0","SLopy","Black",
"268","268","1500","0","0","SLopy","Black",
"269","269","1500","0","0","SLopy","Black",
"270","270","1500","0","0","Steep Slopy","Black",
"271","271","1500","0","0","SLopy","Black",
"272","272","1500","0","0","SLopy","Black",
"273","273","1500","0","0","SLopy","Black",
"274","274","1500","0","0","SLopy","Black",
"275","275","1500","0","0","SLopy","Black",
"276","276","1500","0","0","Steep Slopy","Black",
"277","277","1500","0","0","SLopy","Black",
"278","278","1500","0","0","SLopy","Black",
"279","279","1500","0","0","SLopy","Black",
"280","280","1500","0","0","Slopy","Black",
"281","281","1500","0","0","SLopy","Black",
"282","282","1500","0","0","SLopy","Black",
"283","283","1500","0","0","SLopy","Black",
"284","284","1500","0","0","SLopy","Black",
"285","285","1500","0","0","SLopy","Black",
"286","286","1500","0","0","SLopy","Black",
"287","287","1500","0","0","SLopy","Black",
"288","288","1500","0","0","SLopy","Black",
"289","289","1500","0","0","SLopy","Black",
"290","290","1300","0","0","SLopy","Black",
"291","291","1300","0","0","SLopy","Black",
"292","292","1300","0","0","SLopy","Black",
"293","293","1450","0","0",,,
"294","294","1500","0","0",,,
"295","295","1860","0","0",,,
"296","296","1860","0","0",,,
"297","297","1860","0","0",,,
"298","298","1860","0","0",,,
"299","299","1860","0","0",,,
"300","300","1860","0","0",,,
"301","301","1860","0","0",,,
"302","302","1860","0","0",,,
"303","303","1300","0","0","SLopy","Black",
"304","304","1300","0","0","SLopy","Black",
"305","305","1300","0","0","SLopy","Black",
"306","306","1300","0","0","SLopy","Black",
"307","307","1300","0","0","SLopy","Black",
"308","308","1300","0","0","SLopy","Black",
"309","309","1300","0","0","SLopy","Black",
"310","310","1300","0","0","SLopy","Black",
"311","311","1300","0","0","SLopy","Black",
"312","312","4628","27?04.66N","090?08.45E","SLopy","Black",
"313","313","4628","27?04.66N","090?08.45E","SLopy","Black",
"314","314","4628","27?04.66N","090?08.45E","SLopy","Black",
"315","315","1402","27?04.66N","090?08.45E","SLopy","Black",
"316","316","4628","27?04.66N","090?08.45E","SLopy","Black",
"317","317","4628","27?04.66N","090?08.45E","Plain or flat","Black",
"318","318","950","26?57.28N","090?05.36E","SLopy","Black",
"319","319","950","26?57.28N","090?05.36E","SLopy","Black",
"320","320","950","26?57.28N","090?05.36E","SLopy","Black",
"321","321","950","26?57.28N","090?05.36E","SLopy","Black",
"322","322","1050","26?57.28N","090?05.36E","SLopy","Black",
"323","323","1050","26?57.28N","090?05.36E","SLopy","Black",
"324","324","1050","26?57.28N","090?05.36E","SLopy","Black",
"325","325","267","26?53.413N","091?41.746E","Plain or flat","Black",
"326","326","267","26?53.413N","091?41.746E","Plain or flat","Black",
"327","327","272","26?53.348N","091?41.770E","Plain or flat","Black",
"328","328","1050","26?57.28N","090?05.36E","SLopy","Black",
"329","329","1050","26?57.28N","090?05.36E","SLopy","Black",
"330","330","1050","26?57.28N","090?05.36E","SLopy","Black",
"331","331","1050","26?57.28N","090?05.36E","SLopy","Black",
"332","332","1050","26?57.28N","090?05.36E","SLopy","Black",
"333","333","1050","26?57.28N","090?05.36E","SLopy","Black",
"334","334","1250","26?57.28N","090?05.36E","SLopy","Black",
"335","335","1250","26?57.28N","090?05.36E","SLopy","Black",
"336","336","1250","26?57.28N","090?05.36E","SLopy","Black",
"337","337","1250","26?57.28N","090?05.36E","SLopy","Black",
"338","338","1250","26?57.28N","090?05.36E","SLopy","Black",
"339","339","1250","26?57.28N","090?05.36E","SLopy","Black",
"340","340","1250","26?57.28N","090?05.36E","SLopy","Black",
"341","341","1250","26?57.28N","090?05.36E","SLopy","Black",
"342","342","1250","26?57.28N","090?05.36E","SLopy","Black",
"343","343","1250","26?57.28N","090?05.36E","SLopy","Black",
"344","344","1250","26?57.28N","090?05.36E","SLopy","Black",
"345","345","1250","26?57.28N","090?05.36E","SLopy","Black",
"346","346","1250","26?57.28N","090?05.36E","SLopy","Black",
"347","347","1250","26?57.28N","090?05.36E","SLopy","Black",
"348","348","1250","26?57.28N","090?05.36E","SLopy","Black",
"349","349","1250","26?57.28N","090?05.36E","SLopy","Black",
"350","350","1250","26?57.28N","090?05.36E","SLopy","Black",
"351","351","1250","26?57.28N","090?05.36E","SLopy","Black",
"352","352","1290","26?56.95N","090?06.36E","SLopy","Black",
"353","353","1290","26?56.95N","090?06.36E","SLopy","Black",
"354","354","1290","26?56.95N","090?06.36E","SLopy","Black",
"355","355","1230","26?57.04N","090?07.08E","SLopy","Black",
"356","356","1230","26?57.04N","090?07.08E","SLopy","Black",
"357","357","1230","26?57.04N","090?07.08E","SLopy","Black",
"358","358","1110","26?57.31N","090?06.95E","SLopy","Black",
"359","359","1110","26?57.31N","090?06.95E","SLopy","Black",
"360","360","1110","26?57.31N","090?06.95E","SLopy","Black",
"361","361","1110","26?57.31N","090?06.95E","SLopy","Black",
"362","362","1450","26?57.22N","090?08.16E","Plain or flat","Black",
"363","363","1450","26?57.22N","090?08.16E","Plain or flat","Black",
"364","364","1450","26?57.22N","090?08.16E","Plain or flat","Black",
"365","365","1400","26?57.22N","090?08.16E","SLopy","Black",
"366","366","1400","26?57.22N","090?08.16E","SLopy","Black",
"367","367","1400","26?57.22N","090?08.16E","SLopy","Black",
"368","368","1400","26?57.22N","090?08.16E","SLopy","Black",
"369","369","1400","26?57.17N","090?08.12E","SLopy","Black",
"370","370","1400","26?57.17N","090?08.12E","SLopy","Black",
"371","371","1400","26?57.17N","090?08.12E","SLopy","Black",
"372","372","4628","27?04.66N","090?08.45E","Plain or flat","Black",
"373","373","4628","27?04.66N","090?08.45E","Plain or flat","Black",
"374","374","4617","27?04.95N","090?08.00E","SLopy","Black",
"375","375","1617","27?04.95N","090?08.00E","SLopy","Black",
"376","376","1617","27?04.95N","090?08.00E","SLopy","Black",
"377","377","1617","27?04.95N","090?08.00E","SLopy","Black",
"378","378","1617","27?04.95N","090?08.00E","SLopy","Black",
"379","379","1617","27?04.95N","090?08.00E","Slopy","Black",
"380","380","4617","27?04.95","090?08.00E","SLopy","Black",
"381","381","4617","27?04.95N","090?08.00E","SLopy","Black",
"382","382","1387","27?04.35N","090?09.35E","SLopy","Black",
"383","383","4578","27?04.35N","090?09.35E","SLopy","Black",
"384","384","4578","27?04.35N","090?09.35E","SLopy","Black",
"385","385","4578","27?04.35N","090?09.35E","SLopy","Black",
"386","386","4578","27?04.35N","090?09.35E","SLopy","Black",
"387","387","1387","27?04.35N","090?09.35E","SLopy","Black",
"388","388","1300","0","0","SLopy","Black",
"389","389","1300","0","0","SLopy","Black",
"390","390","1300","0","0","SLopy","Black",
"391","391","1300","0","0","SLopy","Black",
"392","392","1300","0","0","SLopy","Black",
"393","393","1300","0","0","SLopy","Black",
"394","394","1300","0","0","SLopy","Black",
"395","395","1300","0","0","Steep Slopy","Black",
"396","396","1404","27?03.62N","090?08.37E","SLopy","Black",
"397","397","4634","27?03.62N","090?08.37E","SLopy","Black",
"398","398","4634","27?03.62N","090?08.37E","SLopy","Black",
"399","399","4634","27?03.62N","090?08.37E","SLopy","Black",
"400","400","4634","27?03.62N","090?08.37E","SLopy","Black",
"401","401","4634","27?03.62N","090?08.37E","SLopy","Black",
"402","402","4634","27?03.62N","090?08.37E","SLopy","Black",
"403","403","4634","27?03.62N","090?08.37E","SLopy","Black",
"404","404","4634","27?03.62N","090?08.37E","SLopy","Black",
"405","405","4578","27?04.35N","090?09.35E","SLopy","Black",
"406","406","4578","27?04.35N","090?09.35E","SLopy","Black",
"407","407","4578","27?04.35N","090?09.35E","SLopy","Black",
"408","408","1387","27?04.35N","090?09.35E","SLopy","Black",
"409","409","4578","27?04.35N","090?09.35E","SLopy","Black",
"410","410","1386","27?04.38N","090?10.61E","SLopy","Black",
"411","411","1386","27?04.38N","090?10.61E","SLopy","Black",
"412","412","1386","27?04.38N","090?10.61E","SLopy","Black",
"413","413","1386","27?04.38N","090?10.61E","SLopy","Black",
"414","414","4577","27?04.38N","090?10.61E","SLopy","Black",
"415","415","1404","27?03.62N","090?08.37E","SLopy","Black",
"416","416","760","0","0","SLopy","Black",
"417","417","760","0","0",,"Black",
"418","418","275","26?53.521N","091?41.664E","Plain or flat","Black","Sandyy"
"419","419","1900","0","0",,,
"420","420","1500","0","0",,,
"421","421","0","0","0",,,
"422","422","0","0","0",,,
"423","423","0","0","0",,,
"424","424","0","0",,,,
"425","425","0","0","0",,,
"426","426","0","0","0",,,
"427","427","0","0","0",,,
"428","428","1000","0","0","SLopy","Black","clay loam"
"429","429","1000","0","0",,"Black","Clay loam"
"430","430","1000","0","0",,,
"431","431","810","0","0","SLopy","Black",
"432","432","810","0","0","SLopy","Black",
"433","433","810","0","0","SLopy","Black",
"434","434","810","0","0","SLopy","Black",
"435","435","810","0","0","SLopy","Black",
"436","436","810","0","0","SLopy","Black",
"437","437","810","0","0","SLopy","Black",
"438","438","810","0","0","SLopy","Black",
"439","439","810","0","0","SLopy","Black",
"440","440","1070","0","0","SLopy","Black",
"441","441","1070","0","0","SLopy","Black",
"442","442","1070","0","0","SLopy","Black",
"443","443","1070","0","0","SLopy","Black",
"444","444","0","0","0","SLopy","Black",
"445","445","1070","0","0","SLopy","Black",
"446","446","1070","0","0","SLopy","Black",
"447","447","1070","0","0","SLopy","Black",
"448","448","1130","0","0","SLopy","Black",
"449","449","1130","0","0","SLopy","Black",
"450","450","1000","0","0",,,
"451","451","1000","0","0",,"Black","Clay loam"
"452","452","1000","0","0",,"Black",
"453","453","1000","0","0",,"Black",
"454","454","1000","0","0",,"Black",
"455","455","1000","0","0","SLopy","Black",
"456","456","1000","0","0",,"Black",
"457","457","1300","0","0","SLopy","Black",
"458","458","1300","0","0","SLopy","Black",
"459","459","1300","0","0","SLopy","Black",
"460","460","1300","0","0","SLopy","Black",
"461","461","1300","0","0","SLopy","Black",
"462","462","1400","27? 03 51.0 N","90? 01 0.15E","SLopy","Black",
"463","463","1400","0","0","SLopy","Black",
"464","464","1720","0","0","Steep Slopy","Black",
"465","465","1000","0","0","Steep Slopy","Black",
"466","466","1404","27?03.62N","090?08.37E","SLopy","Black",
"467","467","1404","27?03.62N","090?08.37E","SLopy","Black",
"468","468","1130","0","0","SLopy","Black",
"469","469","1130","0","0","SLopy","Black",
"470","470","1050","0","0","SLopy","Black",
"471","471","1130","0","0","SLopy","Black",
"472","472","1130","0","0","SLopy","Black",
"473","473","1130","0","0","SLopy","Black",
"474","474","1130","0","0","SLopy","Black",
"475","475","1130","0","0","SLopy","Black",
"476","476","1130","0","0","SLopy","Black",
"477","477","1130","0","0","SLopy","Black",
"478","478","1020","0","0","SLopy","Black",
"479","479","1020","0","0","SLopy","Black",
"480","480","1020","0","0","SLopy","Black",
"481","481","1020","0","0","SLopy","Black",
"482","482","1020","0","0","SLopy","Black",
"483","483","1020","0","0","SLopy","Black",
"484","484","1020","0","0","SLopy","Black",
"485","485","1020","0","0","SLopy","Black",
"486","486","1020","0","0","SLopy","Black",
"487","487","1020","0","0","SLopy","Black",
"488","488","1020","0","0","SLopy","Black",
"489","489","1380","0","0","SLopy","Black",
"490","490","1540","0","0","SLopy","Black",
"491","491","1760","0","0","SLopy","Black",
"492","492","1760","0","0","SLopy","Brown",
"493","493","1760","0","0","SLopy","Brown",
"494","494","1760","0","0","SLopy","Brown",
"495","495","1760","0","0","SLopy","Black",
"496","496","1760","0","0","SLopy","Brown",
"497","497","1760","0","0","SLopy","Brown",
"498","498","1760","0","0","SLopy","Black",
"499","499","1760","0","0","SLopy","Black",
"500","500","1760","0","0","SLopy","Black",
"501","501","1760","0","0","SLopy","Black",
"502","502","1760","0","0","SLopy","Black",
"503","503","2","0","0","SLopy","Black",
"504","504","1760","0","0","SLopy","Black",
"505","505","1760","0","0","SLopy","Black",
"506","506","1760","0","0","SLopy","Black",
"507","507","1760","0","0","SLopy","Black",
"508","508","1760","27? 29 42.5 N","90? 40 06.1 E","SLopy","Black",
"509","509","1760","0","0","SLopy","Black",
"510","510","1760","0","0","SLopy","Black",
"511","511","1760","0","0","SLopy","Black",
"512","512","1760","0","0","SLopy","Black",
"513","513","1760","0","0","SLopy","Black",
"514","514","1760","0","0","SLopy","Black",
"515","515","1760","0","0","SLopy","Black",
"516","516","1760","0","0","SLopy","Black",
"517","517","0","0","0","SLopy","Black",
"518","518","1825","27?24.666N","090?31.208E","Slopy",,
"519","519","1760","0","0","SLopy","Black",
"520","520","1760","0","0","SLopy","Black",
"521","521","1760","0","0","SLopy","Black",
"522","522","1760","0","0","SLopy","Black",
"523","523","1760","0","0","SLopy","Black",
"524","524","1760","0","0","SLopy","Black",
"525","525","1760","0","0","SLopy","Black",
"526","526","1760","0","0","SLopy","Black",
"527","527","1760","0","0","Steep Slopy","Black",
"528","528","1340","0","0","SLopy","Black",
"529","529","1340","0","0","SLopy","Black",
"530","530","1340","0","0","SLopy","Black","Nil"
"531","531","340","0","0","SLopy","Black","Nil"
"532","532","1340","0","0","SLopy","Black",
"533","533","1340","0","0","SLopy","Black",
"534","534","1340","0","0","SLopy","Black",
"535","535","1340","0","0","SLopy","Black",
"536","536","1340","0","0","SLopy","Black",
"537","537","1340","0","0","SLopy","Black",
"538","538","1340","0","0","SLopy","Black",
"539","539","1340","0","0","SLopy","Black",
"540","540","1340","0","0","SLopy","Black",
"541","541","1340","0","0","SLopy","Black",
"542","542","1340","0","0","SLopy","Black",
"543","543","1020","0","0","SLopy","Black",
"544","544","1340","0","0","Steep Slopy","Black",
"545","545","1340","0","0","SLopy","Black",
"546","546","1340","0","0","SLopy","Black",
"547","547","1340","0","0","SLopy","Black",
"548","548","1340","0","0","SLopy","Black",
"549","549","1340","0","0","SLopy","Black",
"550","550","1340","0","0","SLopy","Black",
"551","551","1340","0","0","SLopy","Black",
"552","552","1340","0","0","SLopy","Black",
"553","553","1340","0","0","SLopy","Black",
"554","554","1340","0","0","SLopy","Black",
"555","555","1340","0","0","SLopy","Black",
"556","556","1340","0","0","SLopy","Black",
"557","557","1340","0","0","SLopy","Black",
"558","558","1240","0","0","SLopy","Black",
"559","559","1240","27? 00 177 N","89? 14 349 E","SLopy","Black",
"560","560","1240","0","0","SLopy","Black",
"561","561","850","0","0","Steep Slopy","Black",
"562","562","1150","0","0","SLopy","Black",
"563","563","1150","0","0","SLopy","Black",
"564","564","1150","0","0","SLopy","Black",
"565","565",,"0","0","SLopy","Black",
"566","566","1150","0","0","SLopy","Black",
"567","567","1760","0","0","SLopy","Black",
"568","568","1760","0","0","SLopy","Black",
"569","569","1130","27?01.57N","090?10.08E","SLopy","Black",
"570","570","1130","27?01.57N","090?10.08E","SLopy","Black",
"571","571","1130","27?01.57N","090?10.08E","SLopy","Black",
"572","572","1130","27?01.57N","090?10.08E","SLopy","Black",
"573","573","1130","27?01.57N","090?10.08E","SLopy","Black",
"574","574","1130","27?01.57N","090?10.08E","SLopy","Black",
"575","575","1130","27?01.57N","090?10.08E","SLopy","Black",
"576","576","1130","27?01.57N","090?10.08E","SLopy","Black",
"577","577","1130","27?01.57N","090?10.08E","SLopy","Black",
"578","578","1130","27?01.57N","090?10.08E","SLopy","Black",
"579","579","1130","27?01.57N","090?10.08E","SLopy","Black",
"580","580","1130","27?01.57N","090?10.08E","SLopy","Black",
"581","581","1130","27?01.57N","090?10.08E","SLopy","Black",
"582","582","1130","27?01.57N","090?10.08E","SLopy","Black",
"583","583","1130","27?01.57N","090?10.08E","SLopy","Black",
"584","584","1130","27?01.57N","090?10.08E","SLopy","Black",
"585","585","1130","27?01.57N","090?10.08E","SLopy","Black",
"586","586","1130","27?01.57N","090?10.08E","SLopy","Black",
"587","587","1130","27?01.57N","090?10.08E","SLopy","Black",
"588","588","1130","27?01.57N","090?10.08E","SLopy","Black",
"589","589","263","26?53.410N","091?41.681E","Plain or flat","Black","Sandyy"
"590","590","263","26?53.410N","091?41.681E","Plain or flat","Black","Sandyy"
"591","591","1130","27?01.57N","090?10.08E","SLopy","Black",
"592","592","1130","27?01.57N","090?10.08E","SLopy","Black",
"593","593","1130","27?01.57N","090?10.08E","SLopy","Black",
"594","594","1130","27?01.57N","090?10.08E","SLopy","Black",
"595","595","1130","27?01.57N","090?10.08E","SLopy","Black",
"596","596","1130","27?01.57N","090?10.08E","SLopy","Black",
"597","597","1130","27?01.57N","090?10.08E","SLopy","Black",
"598","598","1130","27?01.57N","090?10.08E","SLopy","Black",
"599","599","1130","27?01.57N","090?10.08E","SLopy","Black",
"600","600","1130","27?01.57N","090?10.08E","SLopy","Black",
"601","601","1130","27?01.57N","090?10.08E","SLopy","Black",
"602","602","1130","27?01.57N","090?10.08E","SLopy","Black",
"603","603","1130","27?01.57N","090?10.08E","SLopy","Black",
"604","604","1130","27?01.57N","090?10.08E","SLopy","Black",
"605","605","1230","27?01.69N","090?0.52E","SLopy","Black","Loam"
"606","606","1230","27?01.69N","090?0.52E","SLopy","Black",
"607","607","1230","27?01.69N","090?0.52E","SLopy","Black",
"608","608","1230","27?01.69N","090?0.52E","SLopy","Black",
"609","609","1230","27?01.69N","090?0.52E","SLopy","Black",
"610","610","1230","27?01.69N","090?0.52E","SLopy","Black",
"611","611","1230","27?01.69N","090?0.52E","SLopy","Black",
"612","612","1230","27?01.69N","090?0.52E","SLopy","Black",
"613","613","1230","27?01.69N","090?0.52E","SLopy","Black",
"614","614","1230","27?01.69N","090?0.52E","SLopy","Black",
"615","615","1230","27?01.69N","090?0.52E","SLopy","Black",
"616","616","1230","27?01.74N","090?10.49E","SLopy","Black",
"617","617","1230","27?01.74N","090?0.49E","SLopy","Black",
"618","618","1230","27?01.74N","090?0.49E","SLopy","Black",
"619","619","1230","27?01.74N","090?0.49E","SLopy","Black",
"620","620","1230","27?01.74N","090?0.49E","SLopy","Black",
"621","621","1230","27?01.74N","090?0.49E","SLopy","Black",
"622","622","1230","27?01.74N","090?0.49E","SLopy","Black",
"623","623","1230","27?01.74N","090?0.49E","SLopy","Black",
"624","624","1230","27?01.74N","090?0.49E","SLopy","Black",
"625","625","1230","27?01.74N","090?0.49E","SLopy","Black",
"626","626","1230","27?01.74N","090?0.49E","SLopy",,
"627","627","1230","27?01.74N","090?0.49E","SLopy","Black",
"628","628","263","26?53.410N","091?41.681E","Plain or flat","Black","Sandyy"
"629","629","1230","27?01.74N","090?0.49E","SLopy","Black",
"630","630","1230","27?01.74N","090?0.49E","SLopy","Black",
"631","631","1230","27?01.74N","090?0.49E","SLopy","Black",
"632","632","1230","27?01.74N","090?0.49E","SLopy","Black",
"633","633","1240","0","0","SLopy","Black",
"634","634","1240","0","0","SLopy","Black",
"635","635","1240","0","0","SLopy","Black",
"636","636","770","26?57.80N","090?05.13E","SLopy","Black",
"637","637","770","26?57.80N","090?05.13E","SLopy","Black",
"638","638","770","26?57.80N","090?05.13E","SLopy","Black",
